LinearAccel_X_err,LinearAccel_Y_err,LinearAccel_Z_err,AngularAccel_X_err,AngularAccel_Y_err,AngularAccel_Z_err
0.30148882,0.22391957,0.035788536,3.5038557,1.5315943,2.7768402
0.006644598,0.07186568,0.119895935,0.090461254,0.26755047,0.8739548
0.027588814,0.019434988,0.046813965,0.31255627,0.6040907,2.326027
0.033034552,0.03194183,0.075208664,1.1966176,0.54850864,0.95082283
0.09283598,0.056463957,0.025877953,0.24278879,0.2826085,0.19646072
0.05853443,0.078183174,0.010649681,0.41752815,0.392581,0.59965324
0.057458013,0.045215786,0.08297062,0.6039686,0.40874863,0.71639824
0.037878245,0.028043509,0.046878815,0.14785361,0.37922025,0.3174019
0.04482478,0.002497971,0.033864975,0.2963314,0.33995122,0.5052538
0.03506559,0.012477696,0.030241013,0.09985924,0.20016491,0.45270205
0.024714947,0.027894974,0.016983986,0.04570663,0.08187008,0.41471553
0.0066246986,0.04921806,0.017032623,0.13657674,0.05247307,0.10940552
0.02415657,0.013967633,0.009747505,0.051612616,0.15840197,0.36986256
0.0095899105,0.00034338236,0.024674416,0.10235357,0.25357103,0.066150665
0.010836124,0.0021084547,0.042114258,0.014028072,0.039837837,0.15624714
0.013840437,0.011439681,0.043902397,0.10442114,0.15723228,0.107385635
0.0076607466,0.013733745,0.03078556,0.27225113,0.15521812,0.25327072
0.003073573,0.014466047,0.1783905,0.4107933,0.43315697,0.47453788
0.03876388,0.038794935,0.1951046,1.0136855,0.37329006,0.4138689
0.013938308,0.0012535453,0.1389103,0.7627473,0.0052042007,0.17770743
0.026073694,0.03706497,0.028970718,0.04172921,0.17608343,0.013226032
0.049009323,0.023901999,0.023756027,0.39971805,0.3821792,0.030189514
0.06667423,0.0568794,0.0016241074,0.06550217,0.35541248,0.42911816
0.053341985,0.13697776,0.023919106,0.41292667,0.45456982,0.5661473
0.0004235506,0.071190566,0.05254841,0.84817696,0.33131063,0.23264217
0.04358375,0.06136661,0.079042435,0.23171616,0.6909013,0.07276589
0.03915739,0.041153647,0.11492252,0.3686161,0.15311241,0.16865161
0.010940552,0.054311294,0.12059975,0.428802,0.27440572,0.020405069
0.008256257,0.072759375,0.11567879,0.44922924,0.56246567,0.06540823
0.067172945,0.102536455,0.10167503,0.09507179,0.3658445,0.2743492
0.07563412,0.06976175,0.07276249,0.36138153,0.06531119,0.18836308
0.042161852,0.070682645,0.057059288,0.23130989,0.5800479,0.58936024
0.08714557,0.06960419,0.060308456,0.16811371,0.040399194,0.7442827
0.06288931,0.055965647,0.031407356,0.17594624,0.3839829,0.24691868
0.08002593,0.050401658,0.031453133,0.65110016,0.17315483,0.51242137
0.18670523,0.0033269785,0.12585545,0.50157166,1.0056667,0.13720512
0.15997319,0.028235152,0.008921623,0.81094337,0.107266426,0.8197191
0.10519543,0.025528342,0.013990402,0.33388305,0.5417986,0.84333277
0.1447599,0.03792587,0.0010080338,0.6905985,0.6163881,0.047164917
0.13587067,0.06143242,0.02345848,0.7650566,0.20462036,0.44430637
0.097186,0.048636734,0.0021448135,0.44638252,0.22038269,0.5478394
0.027347207,0.008966744,0.21081448,0.81575966,0.87355185,0.3161714
0.07892497,0.023441374,0.16620636,0.544624,0.74027634,0.3468566
